,name,reward_scale,reward_5D,count,count,mean,mean,std,std,min,min,25%,25%,50%,50%,75%,75%,max,max
33,urban-brunette-ram,0.4776763916015625,0.66941566,182.0,182.0,0.5113741696535886,0.5113741696535886,0.2714082333162724,0.2714082333162724,0.037506103515625,0.037506103515625,0.3104743957519531,0.3104743957519531,0.4816741943359375,0.4816741943359375,0.701263427734375,0.701263427734375,1.0,1.0
47,attractive-fern-condor,0.3423309326171875,0.63063742,160.0,160.0,0.43790740966796876,0.43790740966796876,0.24157523002368203,0.24157523002368203,0.0489959716796875,0.0489959716796875,0.3020477294921875,0.3020477294921875,0.35106658935546875,0.35106658935546875,0.5064125061035156,0.5064125061035156,1.0,1.0
32,acidic-aqua-bobcat,0.2195892333984375,0.58579804,126.0,126.0,0.4321107410249256,0.4321107410249256,0.2607228264190078,0.2607228264190078,0.0850982666015625,0.0850982666015625,0.278350830078125,0.278350830078125,0.3425445556640625,0.3425445556640625,0.5068130493164062,0.5068130493164062,1.0,1.0
40,fresh-burgundy-dragonfly,0.284088134765625,0.57444106,142.0,142.0,0.5920022239147777,0.5920022239147777,0.24473330191341425,0.24473330191341425,0.1420440673828125,0.1420440673828125,0.48011016845703125,0.48011016845703125,0.5677490234375,0.5677490234375,0.8249969482421875,0.8249969482421875,1.0,1.0
36,genuine-mango-boa,0.1646881103515625,0.55900271,186.0,186.0,0.4686038109564012,0.4686038109564012,0.24272646411632243,0.24272646411632243,0.0489044189453125,0.0489044189453125,0.327301025390625,0.327301025390625,0.43231964111328125,0.43231964111328125,0.5979957580566406,0.5979957580566406,1.0,1.0
38,funny-jade-skunk,0.3394012451171875,0.55838571,162.0,162.0,0.3098789733133198,0.3098789733133198,0.13526232737315835,0.13526232737315835,0.0233001708984375,0.0233001708984375,0.2200775146484375,0.2200775146484375,0.33837890625,0.33837890625,0.3684539794921875,0.3684539794921875,1.0,1.0
49,smooth-chili-buffalo,0.56817626953125,0.52260356,36.0,36.0,0.5283389621310763,0.5283389621310763,0.13257153389127907,0.13257153389127907,0.218536376953125,0.218536376953125,0.5631752014160156,0.5631752014160156,0.56732177734375,0.56732177734375,0.5677490234375,0.5677490234375,1.0,1.0
35,clumsy-cinnamon-stork,0.6485137939453125,0.52125415,15.0,15.0,0.6271677652994792,0.6271677652994792,0.15939888151502607,0.15939888151502607,0.2099151611328125,0.2099151611328125,0.641845703125,0.641845703125,0.6485137939453125,0.6485137939453125,0.6489334106445312,0.6489334106445312,1.0,1.0
41,round-blue-cormorant,0.1756591796875,0.48348817,162.0,162.0,0.4446358386381173,0.4446358386381173,0.2556761097400464,0.2556761097400464,0.0489959716796875,0.0489959716796875,0.29990386962890625,0.29990386962890625,0.3425445556640625,0.3425445556640625,0.5069732666015625,0.5069732666015625,1.0,1.0
50,dandy-eggshell-mammoth,0.56817626953125,0.44781277,,,,,,,,,,,,,,,,
39,gentle-red-sheep,0.2976837158203125,0.44399809,127.0,127.0,0.4712806761734129,0.4712806761734129,0.2659974602703313,0.2659974602703313,0.06072998046875,0.06072998046875,0.27394866943359375,0.27394866943359375,0.3823699951171875,0.3823699951171875,0.5146942138671875,0.5146942138671875,1.0,1.0
46,atomic-tweed-cuckoo,0.1617584228515625,0.41357152,210.0,210.0,0.19603656587146578,0.19603656587146578,0.16259525624038915,0.16259525624038915,0.01190185546875,0.01190185546875,0.08372879028320312,0.08372879028320312,0.1652679443359375,0.1652679443359375,0.2684783935546875,0.2684783935546875,1.0,1.0
48,fantastic-fleece-orangutan,0.136566162109375,0.38027371,249.0,249.0,0.2798824693304468,0.2798824693304468,0.22879449175447766,0.22879449175447766,0.01715087890625,0.01715087890625,0.1334075927734375,0.1334075927734375,0.2282257080078125,0.2282257080078125,0.360260009765625,0.360260009765625,1.0,1.0
51,scruffy-sepia-moose,0.5677490234375,0.37594833,46.0,46.0,0.6815454234247622,0.6815454234247622,0.23469665386121755,0.23469665386121755,0.282379150390625,0.282379150390625,0.56646728515625,0.56646728515625,0.5677490234375,0.5677490234375,1.0,1.0,1.0,1.0
52,boxy-pear-hare,0.458709716796875,0.32561809,50.0,50.0,0.6080715942382813,0.6080715942382813,0.3074825399522676,0.3074825399522676,0.14630126953125,0.14630126953125,0.43890380859375,0.43890380859375,0.458709716796875,0.458709716796875,1.0,1.0,1.0,1.0
54,hot-yellow-iguana,0.21783447265625,0.27860608,36.0,36.0,0.5098775227864584,0.5098775227864584,0.23472962299489541,0.23472962299489541,0.1941680908203125,0.1941680908203125,0.44329833984375,0.44329833984375,0.458709716796875,0.458709716796875,0.458709716796875,0.458709716796875,1.0,1.0
53,mammoth-gauze-cyborg,0.56817626953125,0.27787625,58.0,58.0,0.5232659701643319,0.5232659701643319,0.24938853229447416,0.24938853229447416,0.1420440673828125,0.1420440673828125,0.3156585693359375,0.3156585693359375,0.5525131225585938,0.5525131225585938,0.56817626953125,0.56817626953125,1.0,1.0
55,fantastic-porcelain-perch,1.0,0.25730636,33.0,33.0,0.5978953043619791,0.5978953043619791,0.15464774456250935,0.15464774456250935,0.28387451171875,0.28387451171875,0.56732177734375,0.56732177734375,0.56817626953125,0.56817626953125,0.56817626953125,0.56817626953125,1.0,1.0
7,flaky-tartan-coyote,0.334381103515625,0.00668243,3.0,3.0,0.17993672688802084,0.17993672688802084,0.13711156725602594,0.13711156725602594,0.0900726318359375,0.0900726318359375,0.1010284423828125,0.1010284423828125,0.1119842529296875,0.1119842529296875,0.2248687744140625,0.2248687744140625,0.3377532958984375,0.3377532958984375
56,damp-chocolate-crane,,0.0,,,,,,,,,,,,,,,,
